sample_id,mzml_filename,mzbatch_path,batch_id,injection_date,scientific_name,taxon_scientific_name,taxon_accepted_name,taxon_rank,genus,specific_epithet,infraspecific_epithet,infraspecific_rank,kingdom,phylum,class,order,family,gbif_taxon_key,ncbi_taxid,gbif_match_type,taxonomy_backbone_version,id_date,identification_method,identification_confidence,collection_date,latitude,longitude,coordinate_uncertainty_m,geodetic_datum,plant_part,po_term_id,developmental_stage,phenology,n_individuals_pooled,pathogen_visible,fresh_weight_g,preservation_method,time_to_preservation_min,transport_conditions,storage_temp_c,storage_duration_d,grinding_method,dry_weight_mg,extraction_volume_ml,extraction_method_id,extraction_batch,uuid_extraction,extraction_solvent,extraction_ratio_mg_per_ml,extraction_conditions,extraction_date,extraction_operator,extract_storage,lc_vendor,lc_model,chromatography_type,column_name,stationary_phase,column_temp_c,mobile_phase_a,mobile_phase_b,gradient_program,flow_rate_ml_min,injection_volume_ul,run_time_min,lc_software,instrument_model,mass_analyzer,ionization_source,acquisition_mode,fragmentation_method,collision_energy,mass_range_mz,ms_scan_time_s,msms_scan_time_s,dda_top_n,ms2_intensity_threshold_cps,dynamic_exclusion_s,background_exclusion,mass_accuracy_ppm,raw_conversion_tool,centroided,mzmine_version,ms1_detector,mzmine_noise_ms1,mzmine_noise_ms2,chrom_mz_abs_da,chrom_mz_ppm,chrom_min_height,chrom_min_scans,rt_range,resolver_thresh,resolver_min_h,align_mz_abs_da,align_mz_ppm,align_rt_tol_min,mz_tol_scan_to_scan,mz_tol_sample_to_sample,processing_software,processing_params_file,qc_sample_type,qc_conditioning_n,qc_frequency,randomization,internal_standard,phylo_tip_label,ott_id_matched,evolutionary_distinctiveness,nearest_neighbour,iucn_category,iucn_assessment_year,cites_appendix,massive_accession,abs_permit_id,data_license,garden,dataset
dbgi_003249,250409_ML_Metabo_DDA_sample_436_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Globularia L.,Globularia,Globularia L.,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,GBIF Backbone 2023-08-28,20240726121214,botanical_garden_ID,certain,20240726121214,"46,999860","6,9344554",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Globularia,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_002072,250409_ML_Metabo_DDA_sample_437_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Juniperus communis L.,Juniperus communis,Juniperus communis L.,species,Juniperus,communis,NA,NA,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,2684709,NA,EXACT,GBIF Backbone 2023-08-28,20240722092207,botanical_garden_ID,certain,20240722092207,"47,000000","6,9345255",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Juniperus_communis,NA,NA,NA,LC,2026,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003753,250409_ML_Metabo_DDA_sample_438_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Tordylium maximum L.,Tordylium maximum,Tordylium maximum L.,species,Tordylium,maximum,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,3633319,NA,EXACT,GBIF Backbone 2023-08-28,20240814132254,botanical_garden_ID,certain,20240814132254,"46,999718","6,9344320",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Tordylium_maximum,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_002133,250409_ML_Metabo_DDA_sample_441_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Galium odoratum (L.) Scop.,Galium odoratum,Galium odoratum (L.) Scop.,species,Galium,odoratum,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,2914642,NA,EXACT,GBIF Backbone 2023-08-28,20240709105157,botanical_garden_ID,certain,20240709105157,"47,000290","6,9351735",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Galium_odoratum,NA,NA,NA,LC,2026,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003419,250409_ML_Metabo_DDA_sample_442_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Achnatherum calamagrostis (L.) P.Beauv.,Achnatherum calamagrostis,Achnatherum calamagrostis (L.) P.Beauv.,species,Achnatherum,calamagrostis,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,4142326,NA,EXACT,GBIF Backbone 2023-08-28,20240723083627,botanical_garden_ID,certain,20240723083627,"46,999960","6,9346485",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Achnatherum_calamagrostis,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003234,250409_ML_Metabo_DDA_sample_443_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Iberis saxatilis L.,Iberis saxatilis,Iberis saxatilis L.,species,Iberis,saxatilis,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,5377289,NA,EXACT,GBIF Backbone 2023-08-28,20240722104833,botanical_garden_ID,certain,20240722104833,"47,000060","6,9346810",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Iberis_saxatilis,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003567,250409_ML_Metabo_DDA_sample_444_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Houttuynia cordata Thunb.,Houttuynia cordata,Houttuynia cordata Thunb.,species,Houttuynia,cordata,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,5384931,NA,EXACT,GBIF Backbone 2023-08-28,20240814154942,botanical_garden_ID,certain,20240814154942,"46,999733","6,9344950",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Houttuynia_cordata,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003846,250409_ML_Metabo_DDA_sample_445_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Phillyrea angustifolia L.,Phillyrea angustifolia,Phillyrea angustifolia L.,species,Phillyrea,angustifolia,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,7325947,NA,EXACT,GBIF Backbone 2023-08-28,20240812125328,botanical_garden_ID,certain,20240812125328,"46,999687","6,9335566",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Phillyrea_angustifolia,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003335,250409_ML_Metabo_DDA_sample_446_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Marrubium peregrinum L.,Marrubium peregrinum,Marrubium peregrinum L.,species,Marrubium,peregrinum,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,3905970,NA,EXACT,GBIF Backbone 2023-08-28,20240724114856,botanical_garden_ID,certain,20240724114856,"46,999980","6,9349546",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Marrubium_peregrinum,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003668,250409_ML_Metabo_DDA_sample_448_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Rhapidophyllum hystrix (Fraser ex Thouin) H.Wendl. & Drude,Rhapidophyllum hystrix,Rhapidophyllum hystrix (Fraser ex Thouin) H.Wendl. & Drude,species,Rhapidophyllum,hystrix,NA,NA,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,5293826,NA,EXACT,GBIF Backbone 2023-08-28,20240823155758,botanical_garden_ID,certain,20240823155758,"46,999530","6,9344277",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Rhapidophyllum_hystrix,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_003722,250409_ML_Metabo_DDA_sample_449_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Salvia verticillata L.,Salvia verticillata,Salvia verticillata L.,species,Salvia,verticillata,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,2926995,NA,EXACT,GBIF Backbone 2023-08-28,20240813100046,botanical_garden_ID,certain,20240813100046,"46,999638","6,9337707",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Salvia_verticillata,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_002084,250409_ML_Metabo_DDA_sample_450_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Melissa officinalis L.,Melissa officinalis,Melissa officinalis L.,species,Melissa,officinalis,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,5341501,NA,EXACT,GBIF Backbone 2023-08-28,20240708141804,botanical_garden_ID,certain,20240708141804,"47,000233","6,9350710",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Melissa_officinalis,NA,NA,NA,LC,2026,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_002026,250409_ML_Metabo_DDA_sample_451_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Cornus officinalis Siebold & Zucc.,Cornus officinalis,Cornus officinalis Siebold & Zucc.,species,Cornus,officinalis,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,7161076,NA,EXACT,GBIF Backbone 2023-08-28,20240725101628,botanical_garden_ID,certain,20240725101628,"46,999847","6,9349875",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Cornus_officinalis,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
dbgi_001983,250409_ML_Metabo_DDA_sample_452_nr8.mzML,D:/IOCB/data_dbgi/JBN/neuch_synapt_batch_all_in_one.mzbatch,JBN_synapt_2025,250409_M,Rubus L.,Rubus,Rubus L.,genus,Rubus,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,2988638,NA,HIGHERRANK,GBIF Backbone 2023-08-28,20240708135852,botanical_garden_ID,certain,20240708135852,"47,000225","6,9351473",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,ML,"-80 C, plastic tube",Waters,Acquity UPLC I-Class,UPLC,"Waters Acquity UPLC HSS T3, 100 x 2.1 mm, 1.8 um",C18,40,H2O + 0.05% formic acid,ACN + 0.05% formic acid,0-100% B in 10 min at 0.5 mL/min; hold 100% B 3 min at 0.7 mL/min; reequil 3 min at 0.5 mL/min,0.5,1,16,MassLynx 4.2 (Waters),LCMS – Synapt XS,QTOF,ESI,DDA,CID,ramped 5-40 V (m/z 50) to 20-70 V (m/z 1200),50-1200 (MS1); 50-1200 (MS2),0.1,0.05,7,25000,1.5,static exclusion list of 200 most intense blank ions,5,DataConvert (Waters),TRUE,4.10.6,Auto,5000,40,0.003,10,20000,5,1.14-10.02 min,0.898,20000,0.003,10,0.06,0.0030 Da / 10.0 ppm,0.0030 Da / 10.0 ppm,MZmine 4.10.6,neuch_synapt_batch_all_in_one.mzbatch,pooled QC,12,every 20 samples,TRUE,NA,Rubus,NA,NA,NA,NA,NA,none,MSV000102459,NA,CC0,JBN,jbn
