Genre_nouveau;Sps_nouveau;Famille
Minuartia;graminifolia;Caryophyllaceae
Minuartia;juniperina;Caryophyllaceae
Minuartia;lanceolata;Caryphyllaceae
Minuartia;laricifolia;Caryophyllaceae
Minuartia;linifolia;Caryophyllaceae
Minuartia;mutabilis;Caryophyllaceae
Minuartia;pinnifolia;Caryophyllaceae
Minuartia;recurva;Caryophyllaceae
Minuartia;rubra;Caryophyllaceae
Minuartia;rupestris;Caryophyllaceae
Minuartia;sedoides;Caryophyllaceae
Minuartia;setacca;Caryophyllaceae
Minuartia;verna;Caryophyllaceae 
Minuartia;villarii;Caryophyllaceae
Moeringia;?;Caryophyllaceae
Molinia;arundinacea;Poaceae
Molinia;caerulea;Poaceae
Molopospermum;peloponnesiacum;Apiaceae
Moltkia;petraea;Borraginaceae
Moltkia;suffruticosa;Boraginaceae 
Monarda;fistulosa;
Monarda;fistulosa;Lamiaceae 
Morina;kokanica;
Morina;longifolia;Dipsacaceae
Morina;longifolia;Dispaceae
Mozina;kokanica,;
Muehlenbeckia;axillaris;Polygonaceae
Muehlenbeckia;nana;Polygonaceae
Muscari;-339;Asparagaceae
Muscari;ancheri;Liliaceae
Muscari;argaei;Liliaceae
Muscari;armeniacum;Asparagaceae
Muscari;atlanticum;Liliaceae
Muscari;aucheri;Liliaceae
Muscari;botryoides;Liliaceae 
Muscari;caucasicum;Liliaceae
Muscari;colenicum;Liliaceae
Muscari;comosum;Asparagaceae
Muscari;dolichanthum;Asparagaceae
Muscari;heldreichii;Liliaceae
Muscari;leucostomum;Asparagaceae
Muscari;Lolieura;Liliaceae
Muscari;polyanthum;Liliaceae
Muscari;racemosum;Liliaceae
Muscari;racemosum;Asparagaceae
Muscari;steupre?;Liliaceae
Muscari;szouitsanum;Liliaceae
Muscari;voronii;Liliaceae
Myosotis;alpestris;Boraginaceae 
Myosotis;decumbens;Boraginaceae 
Myosotis;ramosissima;Boraginaceae 
Myrica;gale;Myricaceae 
Narcissus;assoanus;Amaryllidaceae
Narcissus;pseudonarcissus;Amaryllidaceae
Neottia;ovata;Orchidaceae 
Nepeta;baciarica;Lamiaceae
Nepeta;grandiflora;Lamiaceae
Nepeta;heldreichii;Lamiaceae
Nepeta;nuda;Lamiaceae 
Nepeta;racemosa;Lamiaceae 
Nigella;arvensis;Ranunculaceae 
Nimartica;graminifolia;
Noccaea;brevistyla;Brassicaceae 
Oenothera;fruticosa;Onagraceae
Oenothera;longissima;Onagraceae
Oenothera;tetragona;Onagraceae
Olearia;haastii;Asteraceae
Omphalodes;verna;Boraginaceae 
Onobrychis;areniora;Fabaceae 
Onobrychis;montana;Fabaceae 
Onobrychis;saxatilis;Fabaceae 
Onoclea;sensibilis;Onocleaceae
Onoethera;fruticosa;Onagraceae
Ononis;cristata;Fabaceae 
Ononis;fruticosa;Fabaceae 
Ononis;natriL.;Fabaceae 
Ononis;pusilla;Fabaceae 
Ononis;repens;Fabaceae
Onosma;alboroseum;Boraginaceae
Onosma;echioides;Boraginaceae 
Onosma;fastigiata;Boraginaceae 
Onosma;helvetica;Boraginaceae 
Onosma;pseudoarenaria;Boraginaceae 
Onosma;taurica;Boraginaceae
Ophaloides;verna;Boraginaceae
Ophioglossum;vulgatum;Ophioglossaceae
Ophiopogon;planiscapis;
Opuntia;engelmannii;Cactaceae  
Opuntia;humifusa;Cactaceae  
Opuntia;imbricata;Cactaceae  
Opuntia;phaeacantha;Cactaceae
Orchis;morio;Orchidaceae 
Oreochloa;disticha;Poaceae
Oreomychis;kookeri;
Origanum;vulgare;Lamiaceae
Orlaya;grandiflora;Apiaceae
Ornithogalum;pyrenaicum;Asparagaceae
Ostrya;carpinifolia;Betulaceae 
Oxalis;acetosa;Ocalidaceae
Oxalis;adenophylla;Oxalidaceae
Oxalis;enneaphylla;Oxalidaceae
Oxalis;valdiviensis;Oxalidaceae
Oxytropis;campestris;Fabaceae 
Oxytropis;halleri;Fabaceae 
Oxytropis;helvetica;Fabaceae 
Oxytropis;jacquinii;Fabaceae 
Oxytropis;lapponica;Fabaceae 
Oxytropis;montana;Fabaceae
Oxytropis;pilosa;Fabaceae 
P,;fructicosus;
Paederola;beneroia;
Paederota;bonarota;Scrophulariaceae
Paenonia;caucasica;Paeoniaceae
Paeonia;algeriensis;Paeoniaceae 
Paeonia;anomala;Paeoniaceae
Paeonia;arietina;Paeoniaceae 
Paeonia;Brengze;Ranunculaceae
Paeonia;broteroi;Paeoniaceae
Paeonia;coriacea;Paeoniaceae
Paeonia;daurica;Paeoniaceae
Paeonia;delavayi;Paeoniaceae
Paeonia;emodi;Paeoniaceae 
Paeonia;ludlowii;Paeoniaceae 
Paeonia;lutea;Paeoniaceae
Paeonia;mascula;Paeoniaceae
Paeonia;officinalis;Paeoniaceae
Paeonia;peregrina;Paeoniaceae
Paeonia;tenuifolia;Paeoniaceae
Papaver;aff.;Papaveraceae
Papaver;alpinum;Papaveraceae
Papaver;atlanticum;Papaveraceae
Papaver;fugaPoir.;Papaveraceae
Papaver;heldreichii;Papavereceae
Papaver;julicum;Papaveraceaa
Papaver;lateritium;Papaveraceae 
Papaver;nudicaule;Papaveraceae
Papaver;oreophilum;Papaveraceae
Papaver;orientale;Papaveraceae
Papaver;pseudo-orientalis;Papaveraceae
Papaver;radicatum;Papaveraceae
Papaver;rupifragum;Papaveraceae
Paradesia;liliastrum;Liliaceae
Paradisea;liliastrum;Asparagaceae
Paramoltkia;doerfleri;Boraginaceae 
Pareintumescens;Rudge;
Paronychia;kapela;Caryophyllaceae
Parthenocissus;quinquefolia;Vitaceae
Pastinaca;sativa;Apiaceae
Peanonia;japonica;
Pedicularis;recutita;Scrophulariaceae
Peltiphyllum;peltatum;
Penademum;serrulatus;
Pensemon;enclavicus;
Penstemon;arizonicus;Scrophulariaceae
Penstemon;atus;Scrophulariaceae
Penstemon;aureus;Scrophulariaceae
Penstemon;barbatus;Scrophulariaceae
Penstemon;barretiae;Scrophulariaceae
Penstemon;barrettiae;Plantaginaceae 
Penstemon;campanulatus;Scrophulariaceae
Penstemon;cardwellii;Scrophulariaceae
Penstemon;cardwellii;Plantaginaceae 
Penstemon;cardwellii;Scrophulariaceae
Penstemon;cespitosus;Scrophulariaceae
Penstemon;cobaea;Scrophulariaceae
Penstemon;cyananthus;Scrophulariaceae 
Penstemon;davidsonii;Scrophulariaceae
Penstemon;diphyllus;Scrophulariaceae
Penstemon;euglaucus;Scrophulariaceae 
Penstemon;fruticosus;Plantaginaceae 
Penstemon;fruticosus;Scrophulariaceae
Penstemon;grandifloris;Scrophulariaceae
Penstemon;jamesii;Scrophulariaceae
Penstemon;jamesii;Plantaginaceae 
Penstemon;laevigatus;Scrophulariaceae
Penstemon;menziesii;Scrophulariaceae
Penstemon;microphyllus;Scrophulariaceae
Penstemon;montanus;Scrophulariaceae
Penstemon;murrayanus;Scrophulariaceae
Penstemon;newberryi;Scrophulariaceae
Penstemon;nitidus;Scrophulariaceae
Penstemon;ovatus;Plantaginaceae 
Penstemon;ovatus;Scrophulariaceae
Penstemon;pinifolius;Scrophulariaceae
Penstemon;procerus;Plantaginaceae 
Penstemon;procerus;Scrophulariaceae
Penstemon;pubescens;Scrophulariaceae
Penstemon;roezlii;Scrophulariaceae
Penstemon;roezlii;Plantaginaceae 
Penstemon;rupicola;Scrophulariaceae
Penstemon;scouleri;Scrophulariaceae
Penstemon;secundiflorus;Scrophulariaceae
Penstemon;smallii;Scrophulariaceae
Penstemon;spectabilis;Scrophulariaceae
Penstemon;tubaeflorus;Scrophulariaceae
Penstemon;utahensis;Scrophulariaceae
Penstemon;venustus;Scrophulariaceae
Penstemon;whippleanus;Scrophulariaceae
Penstemon;X(menziesiiscouleri);Scrophulariaceae
Pentemon;watsonii;
Peolia;botaninii;
Peronia;lactiflora;
Persemon;serrulatum;
Persi;on;
Petasites;albus;Asteraceae
Petasites;paradoxus;Asteraceae
Petrocallis;pyrenaica;Brassicaceae 
Petrophytum;caespitosum;Rosaceae 
Petrophytum;hembersonii;Rosaceae?
Petrorhagia;illyrica;Caryophyllaceae
Petrorhagia;saxifraga;Caryophyllaceae
Peucedanum;austriacum;Apiaceae
Peucedanum;calcareum;Apiaceae
Peucedanum;oreoselinum;Apiaceae
Peucedanum;ostruthium;Apiaceae
Peucedanum;venetum;Apiaceae
Peucedanum;verticillare;Apiaceae
Phaca;penduliflora;Fabaceae
Phedimus;aizoon;Crassulaceae
Phleum;bertolonii;Poaceae
Phleum;hirsutum;Poaceae
Phleum;phleoides;Poaceae
Phlo;diffusa;Polemoniaceae 
Phlo;douglasii;Polemoniaceae 
Phlo;sibirica;Polemoniaceae 
Phloborealis;;
Phlodiffusa;Benth.;
Phlodouglasii;Hook;Polemoniaceae
Phlodouglasii;Hook.;
Phlomis;russeliana;Lamiaceae 
Phlomis;samia;Lamiaceae
Phlostolonifera;alba;
Phlosubulata;;
Phlox;borealis;Polemoniaceae  
Phlox;subulata;Polemoniaceae 
Phulsatila;ambigua;
Phyllodoce;aleutica;Ericaceae
Phytolacca;americana;
Pic.;breveriana;
Picea;abies;Pinaceae
Picea;asperata;Pinaceae
Picea;engelmannii;Pinaceae
Picea;glauca;Pinaceae
Picea;jezoensis;Pinaceae
Picea;koyamai;Pinaceae
Picea;mariana;Pinaceae
Picea;omorika;Pinaceae
Picea;orientalis;Pinaceae
Picea;polita;Pinaceae
Picea;rubens;Pinaceae
Picea;rubra;Pinaceae
Picea;schrenkiana;Pinaceae
Picea;sitchensis;Pinaceae
Pilosella;breviscapa;Asteraceae
Pilosella;cymosa;Asteraceae
Pilosella;officinarum;Asteraceae
Pilosella;peleteriana;Asteraceae
Pimpinella;nigra;Apiaceae
Pimpinella;saxifraga;Apiaceae
Pinguicula;alpina;Lentibulariaceae
Pinguicula;grandiflora;Lentibulariaceae
Pinguicula;leptoceras;Lentibulariaceae
Pinguicula;reichenbachiana;Lentibulariaceae
Pinguicula;vulgaris;Lentibulariaceae
Pinus;banksiana;Pinaceae
Pinus;cembra;Pinaceae
Pinus;contorta;Pinaceae
Pinus;corallensis;Pinaceae
Pinus;heldreichii;Pinaceae
Pinus;laricio;Pinaceae
Pinus;montana;Pinaceae
Pinus;mugo;Pinaceae
Pinus;nigra;Pinaceae
Pinus;peuce;Pinaceae
Pinus;resinosa;Pinaceae
Pinus;sibirica;Pinaceae
Pinus;sylvestris;Pinaceae
Pinus;uncinata;Pinaceae
Plantago;alpina;Plantaginaceae 
Plantago;atrata;Plantaginaceae 
Plantago;lanceolata;Plantaginaceae 
Plantago;media;Plantaginaceae 
Plantago;sarda;Plantaginaceae 
Plantago;sempervirens;Plantaginaceae
Plantago;suffruticosa;Plantaginaceae
Platycodon;grandiflorus;Campanulaceae
Pleurogyne;spathulata;Gentianaceae
Poa;badensis;Poaceae
Poa;bulbosa;Poaceae
Poa;cenisia;Poaceae
Poa;glauca;Poaceae
Poa;laxa;Poaceae
Poa;molinerii;Poaceae
Poa;nemoralis;Poaceae
Poa;perconcinna;Poaceae
Podecatheon;sp.;
Podocarpus;nivalis;Podocarpaceae 
Podophyllum;emodi;Berberidaceae
Podophyllum;hexandrum,;Berberidaceae
Podophyllum;peltatum;Berberidaceae
Podophyllum;versipille;Berberidaceae
Polemonium;caeruleum;Polemoniaceae 
Polemonium;liliflorum;Polemoniaceae
Polemonium;pulcherrimum;Polemoniaceae 
Polemonium;racemosum;Polemoniaceae
Polemonium;reptans;Polemoniaceae
Polemonium;tricolor;Polemoniaceae
Polycarpus;croceus;Asteraceae
Polycnemum;majus;Amaranthaceae
Polygala;chamaebuxus;Polygalaceae
Polygala;vayredae;Polygalaceae
Polygala;yreday;Polygalaceae
Polygala;vayredae;Polygolaceae
Polygomum;amplexicaule;Polygonaceae
Polygonatum;multiflorum;Polygonaceae
Polygonatum;odoratum;Liliaceae
Polygonatum;pubescens;Liliaceae
Polygonum;affine;Polygonaceae
Polygonum;baldschuanica;Polygonaceae 
Polygonum;bistorta;Polygonaceae
Polygonum;coeruleum;Polygonaceae
Polygonum;vaccinifolium;Polygonaceae
Polygonum;viviparum;Polygonaceae
Polypodium;vulgare;Polypodiaceae
Polystichum;lonchitis;Dryopteridaceae
Polystichum;lonchitis;Polypodiaceae
Polystichum;setiferum;Dryopteridaceae
Populus;tremula;Salicaceae
Potentialla;valderia;Rosaceae
Potentilla;agryophylla;Rosaceae
Potentilla;alba;Rosaceae
Potentilla;alpicola;Rosaceae 
Potentilla;ambigua;Rosaceae
Potentilla;andicola;Rosaceae
Potentilla;anglica;Rosaceae 
Potentilla;anserina;Rosaceae
Potentilla;apennina;Rosaceae
Potentilla;argentea;Rosaceae
Potentilla;argyrophylla;Rosaceae
Potentilla;asiatica;Rosaceae
Potentilla;atrosanguinea;Rosaceae
Potentilla;aurea;Rosaceae 
Potentilla;bifurca;Rosaceae 
Potentilla;brauneana;Rosaceae 
Potentilla;caulescens;Rosaceae 
Potentilla;chinensis;Rosaceae
Potentilla;cinerea;Rosaceae
Potentilla;crantzii;Rosaceae 
Potentilla;delphinensis;Rosaceae
Potentilla;drummondii;Rosaceae
Potentilla;fructicosa;Rosaceae
Potentilla;fruticosa;Rosaceae
Potentilla;glandulosa;Rosaceae
Potentilla;gracilis;Rosaceae
Potentilla;grammopetala;Rosaceae
Potentilla;hippiana;Rosaceae 
Potentilla;inclinata;Rosaceae 
Potentilla;kurdica;Rosaceae 
Potentilla;leuconota;Rosaceae
Potentilla;leucopolitana;Rosaceae
Potentilla;litida;Rosaceae
Potentilla;montana;Rosaceae
Potentilla;multifida;Rosaceae
Potentilla;neglecta;Rosaceae 
Potentilla;neumanniana;Rosaceae 
Potentilla;nitida;Rosaceae
Potentilla;nivalis;Rosaceae
Potentilla;nivea;Rosaceae
Potentilla;orientalis;Rosaceae 
Potentilla;palustris;Rosaceae
Potentilla;pedata;Rosaceae 
Potentilla;peduncularis;Rosaceae
Potentilla;pennsylvanica;Rosaceae
Potentilla;pusilla;Rosaceae 
Potentilla;pusilla-cinerea;Rosaceae 
Potentilla;repens;Rosaceae
Potentilla;reuteri;Rosaceae 
Potentilla;rupestris;Rosaceae
Potentilla;sanguisorba;Rosaceae
Potentilla;saxifraga;Rosaceae 
Potentilla;speciosa;Rosaceae
Potentilla;sterilis;Rosaceae 
Potentilla;tephroleuca;Rosaceae
Potentilla;thuringiaca;Rosaceae 
Potentilla;valderia;Rosaceae
Potentilla;verna;Rosaceae 
Potnetilla;faucitosa;Rosaceae
Prenanthes;purpurea;Asteraceae
Prenanthes;purpurea;Asperaceae
Primula;allionii;Primulaceae 
Primula;alpicola;Primulaceae
Primula;amoena;Primulaceae 
Primula;auricula;Primulaceae
Primula;capitata;Primulaceae
Primula;clusiana;Primulaceae
Primula;denticulata;Primulaceae
Primula;elatior;Primulaceae
Primula;farinosa;Primulaceae 
Primula;florindae;Primulaceae
Primula;froliosa;rimulaceae
Primula;glaucescens;Primulaceae
Primula;hirsuta;Primulaceae
Primula;integrifolia;Primulaceae
Primula;intermedia;
Primula;juliae;Primulaceae 
Primula;komarovii;Primulaceae 
Primula;latifolia;Primulaceae 
Primula;luteola;Primulaceae
Primula;macrocalyx;Primulaceae 
Primula;marginata;Primulaceae
Primula;minima;Primulaceae
Primula;paliluri;Primulaceae
Primula;parryi;Primulaceae
Primula;pedemontana;Primulaceae
Primula;poloniensis;Primulaceae 
Primula;polyneura;Primulaceae
Primula;pubescens;Primulaceae
Primula;rosea;Primulaceae
Primula;saxitilis;Primulaceae
Primula;secundiflora;Primulaceae
Primula;sikkimensis;Primulaceae
Primula;spectabilis;Primulaceae
Primula;veris;Primulaceae 
Primula;villosa;Primulaceae
Primula;viscosa;Primulaceae
Primula;vulgaris;Primulaceae
Primula;waltonii;Primulaceae
Primula;wulfeniana;Primulaceae
Primulaiabilis;Goupil;Primulaceae
Pritzelago;alpina;Brassicaceae 
Prospero;autumnale;Asparagaceae
Prunella;grandiflora;Lamiaceae
Prunella;hyssopifolia;Lamiaceae
Prunella;laciniata;Lamiaceae 
Prunella;vulgaris;Lamiaceae
PrunellaValliana;;Lamiaceae
Prunus;avium;Rosaceae
Prunus;brigantina;Rosaceae
Prunus;mahaleb;Rosaceae 
Prunus;padus;Rosaceae
Prunus;persica;Rosaceae 
Psephellus;dealbatus;Compositae 
Pseudolysimachion;spicatum;Plantaginaceae 
Pseudomuscari;azureum;Asparagaceae
Pseudotsuga;menziesii;Pinaceae
Pterocephalus;parnassi;Dipsacaceae
Pterocephalus;perennis;Dipsacaceae 
Ptilostemon;afer;Asteraceae
Ptilostemon;niveus;Asteraceae
Ptilotrichium;spinosum;Brassicaceae
Ptilotrichum;spinosum;Brassicaceae 
Pu....;(Sardegne);
Pulmonaria;affinis;Boraginaceae 
Pulmonaria;angusifolia;Boraginaceae
Pulmonaria;longifolia;Boraginaceae 
Pulmonaria;officinalis;Boraginaceae 
Pulmonaria;picta;Boraginaceae
Pulsatilla;alpina;Ranunculaceae 
Pulsatilla;bungeana;Ranunculaceae
Pulsatilla;flavescens;Ranunculaceae
Pulsatilla;halleri;Ranunculaceae
Pulsatilla;montana;Ranunculaceae 
Pulsatilla;nigricans;Ranunculaceae
Pulsatilla;patens;Ranunculaceae
Pulsatilla;pratensis;Ranunculaceae
Pulsatilla;rubra;Ranunculaceae
Pulsatilla;ucrainica;Ranunculaceae
Pulsatilla;vulgaris;Ranunculaceae
Pyrula;minor;
Pyrula;uniflora;
Quercus;ilex;Fagaceae
Quercus;pubescens;Fagaceae
Quercus;robur;Fagaceae
Quercus;rubra;Fagaceae
Radiola;pamiroalaica;Linaceae
Ramonda;myconi;Gesneriaceae
Ramonda;nathaliae;Gesneriaceae
Ramonda;serbica;Gesneriaceae
Ramondia;myconii;Gesneriaceae
Ramondia;pyrenaica;Gesneriaceae
Ranunchulus;caucasicus;Ranunculaceae
Ranunculus;aconitifolius;Ranunculaceae 
Ranunculus;acris;Ranunculaceae 
Ranunculus;aduncus;Ranunculaceae 
Ranunculus;alpestris;Ranunculaceae 
Ranunculus;brevifolius;Ranunculaceae
Ranunculus;bulberus;Ranunculaceae
Ranunculus;bulbosus;Ranunculaceae 
Ranunculus;caucasicus;Ranunculaceae
Ranunculus;ficaria;Ranunculaceae
Ranunculus;glacialis;Ranunculaceae 
Ranunculus;gr.;Ranunculaceae 
Ranunculus;gramineus;Ranunculaceae
Ranunculus;hybride;Ranunculaceae 
Ranunculus;hybridus;Ranunculaceae
Ranunculus;lanuginosus;Ranunculaceae 
Ranunculus;lingua;Ranunculaceae
Ranunculus;montanus;Ranunculaceae 
Ranunculus;paludosus;Ranunculaceae 
Ranunculus;parnassifolius;Ranunculaceae
Ranunculus;sciotinus;Ranunculaceae
Ranunculus;serpens;Ranunculaceae 
Ranunculus;thora;Ranunculaceae
Ranunculus;traunfellerie;Ranunculaceae
Ranunculus;tuberosus;Ranunculaceae 
Raoulia;australis;Asteraceae
Raoulia;subsericea;Asteraceae
Raponticum;pulchrum;Asteraceae
Raponticum;scariosum;Asteraceae
Reseda;complicata;Resedaceae
Reseda;glauca;Resedaceae 
Reseda;gluauca;Resedaceae
Reum;franzenbadi;Polygonaceae
Rhamnus;alpina;Rhamnaceae
Rhamnus;cathartica;Rhamnaceae 
Rhamnus;diamantica;Rhamnaceae 
Rhamnus;pumila;Rhamnaceae 
Rhaponticum;coniferum;Asteraceae
Rhaponticum;integrifolium;Asteraceae
Rhaponticum;scariosum;Asteraceae
Rheum;raponticum;Polygonaceae
Rheum;tibeticum;Polygonaceae
rho;;Caryophylaceae
Rhodiola;arcatica;Crassulaceae
Rhodiola;heterodonta;Crassulaceae
Rhodiola;rosea;Crassulaceae
Rhodiola;sp;Crassulaceae
Rhododendron;[illisible];Ericaceae
Rhododendron;adenogynum;Ericaceae
Rhododendron;ambiguum;Ericaceae
Rhododendron;arboreum;Ericaceae
Rhododendron;brachyanthum;Ericaceae
Rhododendron;brachycarpum;Ericaceae
Rhododendron;caesium;Ericaceae
Rhododendron;calostrotum;Ericaceae
Rhododendron;camtschaticum;Ericaceae
Rhododendron;canadense;Ericaceae
Rhododendron;carolinianum;Ericaceae
Rhododendron;catabiense;Ericaceae
Rhododendron;catawbiense;Ericaceae
Rhododendron;catawens;Ericaceae
Rhododendron;caucasicum;Ericaceae
Rhododendron;chaeto;Ericaceae
Rhododendron;chamae-thomsonii;Ericaceae
Rhododendron;cinnabarium;Ericaceae
Rhododendron;citriniflorum;Ericaceae
Rhododendron;compylogyrum;Ericaceae
Rhododendron;ferrugineum;Ericaceae
Rhododendron;fimbriatum;Ericaceae
Rhododendron;flavidum;Ericaceae
Rhododendron;forrestii;Ericaceae
Rhododendron;glaucophyllum;Ericaceae
Rhododendron;glomerulatum;Ericaceae
Rhododendron;hanceanum;Ericaceae
Rhododendron;hippophaeoides;Ericaceae
Rhododendron;hirsutum;Ericaceae
Rhododendron;hyppophaeoides;Ericaceae
Rhododendron;impeditum;Ericaceae
Rhododendron;impeditumcarolinianum;Ericaceae
Rhododendron;insigne;Ericaceae
Rhododendron;intermedium;Ericaceae
Rhododendron;keleticum;Ericaceae
Rhododendron;kotschyi;Ericaceae
Rhododendron;lapponicum;Ericaceae
Rhododendron;lepidostylum;Ericaceae
Rhododendron;lepidotum;Ericaceae
Rhododendron;maximum;Ericaceae
Rhododendron;metternichii;Ericaceae
Rhododendron;microgynum;Ericaceae
Rhododendron;minus;Ericaceae
Rhododendron;nivale;Ericaceae
Rhododendron;nudiflorum;Ericaceae
Rhododendron;ponticum;Ericaceae
Rhododendron;praecox;Ericaceae
Rhododendron;racemosum;Ericaceae
Rhododendron;radicans;Ericaceae
Rhododendron;radistrotum;Ericaceae
Rhododendron;russatum;Ericaceae
Rhododendron;sagittatum;Ericaceae
Rhododendron;saluenense;Ericaceae
Rhododendron;scabrifolium;Ericaceae
Rhododendron;schlippenbachii;Ericaceae
Rhododendron;scintillans;Ericaceae
Rhododendron;sp.;Ericaceae
Rhododendron;thomsonii;Ericaceae
Rhododendron;uniflorum;Ericaceae
Rhododendron;violaceum;Ericaceae
Rhododendron;williamsianum;Ericaceae
Rhododendron;zinna;Ericaceae
Rhododendrum;camtschaticum;Ericaceae
Rhododendrum;claucophyllum;Ericaceae
Rhododendrum;ferrugineum;Ericaceae
Rhododendrum;viscosum;Ericaceae
Rhododendrumradistrotum;;Ericaceae
Rhodothamnus;chamaecistus;Ericaceae
Rhus;orientalis;Rutaceae
Ribes;alpinum;Grossulariaceae 
Ribes;glacialis;Saxifragaceae
Ribes;petraeum;Saxifragaceae
Ribes;rubrum;Grossulariaceae 
Ribes;spicatum;Saxifragaceae
Ribes;uva-crispa;Saxifragaceae
Ribes;watsonianum;Saxifragaceae 
Rodgersia;aesubifolia;
Rodiola;stephanii;
Rorippa;stylosa;Brassicaceae 
Rosa;acicularis;Rosaceae 
Rosa;acicularis;Rosaceae
Rosa;agrestis;Rosaceae
Rosa;agrestis;Rosaceae 
Rosa;amblyotis;Rosaceae 
Rosa;amblyotis,;Rosaceae
Rosa;arkansana;Rosaceae 
Rosa;arnoldii;Rosaceae 
Rosa;arvensis;Rosaceae 
Rosa;baicalensis;Rosaceae 
Rosa;bella;Rosaceae
Rosa;brunanis;Rosaceae 
Rosa;canina;Rosaceae 
Rosa;carolina;Rosaceae
Rosa;"Charles	Rosaceae ";
Rosa;coriifolia;Rosaceae 
Rosa;corymbifera;Rosaceae 
Rosa;cynnamomea;Rosaceae
Rosa;davurica;Rosaceae 
Rosa;davurica;Rosaceae
Rosa;dumalis;Rosaceae
Rosa;dumalis;Rosaceae 
Rosa;eglantaria;Rosaceae 
Rosa;gallica;Rosaceae 
Rosa;giraldii;Rosaceae
Rosa;glauca;Rosaceae 
Rosa;glauca;Rosaceae
Rosa;huntica;Rosaceae
Rosa;hyghdownensis;Rosaceae
Rosa;jundzillii;Rosaceae 
Rosa;kamtschatica;Rosaceae
Rosa;laxa;Rosaceae
Rosa;majalis;Rosaceae 
Rosa;micrantha;Rosaceae
Rosa;moyesii;Rosaceae 
Rosa;multibracteata;Rosaceae
Rosa;nitida;Rosaceae
Rosa;nutkana;Rosaceae
Rosa;nutkana;Rosaceae 
Rosa;omeiensis;Rosaceae
Rosa;omissa;Rosaceae 
Rosa;oxydon;Rosaceae
Rosa;pendulina;Rosaceae 
Rosa;pisocarpa;Rosaceae 
Rosa;reversa;Rosaceae 
Rosa;rhaetica;Rosaceae 
Rosa;rousseaviorum;Rosaceae 
Rosa;rubifolia;Rosaceae
Rosa;rubiginosa;Rosaceae
Rosa;rugosa;Rosaceae
Rosa;scabriuscula;Rosaceae
Rosa;sherardii;Rosaceae 
Rosa;spinosissima;Rosaceae 
Rosa;squarrosa;Rosaceae 
Rosa;subcanina;Rosaceae 
Rosa;tebeydensis;Rosaceae 
Rosa;vagiana;Rosaceae 
Rosa;villosa;Rosaceae 
Rosa;vosagiaca;Rosaceae 
Rosa;woodsii;Rosaceae
Rosa;xanthina;Rosaceae 
Roscoca;alpina;
Roscoea;alpina;Zingiberaceae
Roscoea;cautleoides;Zingiberaceae
Roscoea;humeana;Zingiberaceae 
Rubus;fruticosus;Rosaceae 
Rubus;micans;Rhamnaceae 
Rubus;odoratus;Rosaceae
Rubus;radula;Rosaceae 
Rubus;scenicus;Rhamnaceae 
Rubus;ursinus;Rhamnaceae 
Rudbeckia;laciniata;Asteraceae
Rume;alpinus;Polygonaceae 
RumeTianschanicum;;Polygonaceae
Rumex;crispus;Polygonaceae 
Sali;alpina;Salicaceae
Sali;appendiculata;Salicaceae
Sali;breviserrata;Salicaceae
Sali;caprea;Salicaceae
Sali;foetida;Salicaceae 
Sali;glabra;Salicaceae
Sali;hastata;Salicaceae
Sali;helvetica;Salicaceae
Sali;myrsinites;Salicaceae
Sali;myrtilloides;Salicaceae
Sali;purpurea;Salicaceae
Sali;reticulata;Salicaceae
Sali;serpyillifolia;Salicaceae
Sali;serpyllifolia;Salicaceae
Sali;sp.;Salicaceae
Saliarbuscula;;Salicaceae
Salicaprea;L.;Salicaceae
Salicrategifolia;Bertol.;Salicaceae
Salilindleyana;;Salicaceae
Salimyrtilloides;L.;Salicaceae
Salipolaris;Wahl.;Salicaceae
Salirepens;L.;Salicaceae
Salireticulata;L.;Salicaceae
Saliretuclata;?;Salicaceae
Saliretusa;L.;Salicaceae
Saliretusa;ssp.;Salicaceae
Saliserpifolia;Cang;Salicaceae
Salisp.;;Salicaceae
Salix;alpina;Salicaceae 
Salix;breviserrata;Salicaceae
Salix;caprea;Salicaceae 
Salix;crataegifolia;Salicaceae 
Salix;foetida;Salicaceae 
Salix;fragilis;Salicaceae 
Salix;grahamii;Salicaceae 
Salix;hastata;Salicaceae 
Salix;hegetschweileri;Salicaceae 
Salix;helvetica;Salicaceae 
Salix;herbacea;Salicaceae 
Salix;himalaicum;Salicaceae 
Salix;hybride;Salicaceae 
Salix;myrsinifolia;Salicaceae 
Salix;polaris;Salicaceae 
Salix;purpurea;Salicaceae 
Salix;pyrenaica;Salicaceae
Salix;reticulata;Salicaceae 
Salix;retusa;Salicaceae
Salix;rotundifolia;Salicaceae 
Salix;serpyllifolia;Salicaceae 
Salix;sp.;Salicaceae 
Salixgrehemii;Borr.;Salicaceae
Salvia;bulleyana;Lamiaceae
Salvia;glutinosa;Lamiaceae 
Salvia;glutionosa;Lamiaceae
Salvia;officinalis;Lamiaceae 
Salvia;praewalskii;Lamiaceae
Salvia;verticillata;Lamiaceae
Sambucus;nigra;Caprifoliaceae
Sambucus;nigra;Adoxaceae
Sambucus;racemosa;Caprifoliaceae
Samolus;valerandi;Primulaceae 
Sanguisorba;alpina;Rosaceae
Sanguisorba;canadensis;Rosaceae
Sanguisorba;minor;Rosaceae
Sanguisorba;officinalis;Rosaceae
Sanicula;europaea;Apiaceae
