species;family
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barbata;Iridaceae
Iris barnumiae;Iridaceae
Iris bicapitata;Iridaceae
Iris bucharica;Iridaceae
Iris bucharica;Iridaceae
Iris bucharica;Iridaceae
Iris bucharica;Iridaceae
Iris bungei;Iridaceae
Iris clarkei;Iridaceae
Iris cycloglossa;Iridaceae
Iris danfordiae;Iridaceae
Iris dichotoma;Iridaceae
Iris elegantissima;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris ensata;Iridaceae
Iris foetidissima;Iridaceae
Iris forrestii;Iridaceae
Iris fulva;Iridaceae
Iris gatesii;Iridaceae
Iris germanica;Iridaceae
Iris graeberiana;Iridaceae
Iris graeberiana;Iridaceae
Iris graminea;Iridaceae
Iris halophila;Iridaceae
Iris halophila;Iridaceae
Iris histrioides;Iridaceae
Iris histrioides;Iridaceae
Iris histrioides;Iridaceae
Iris histrioides;Iridaceae
Iris histrioides;Iridaceae
Iris hoogiana;Iridaceae
Iris hoogiana;Iridaceae
Iris hoogiana;Iridaceae
Iris hoogiana;Iridaceae
Iris hookeri;Iridaceae
Iris humilis;Iridaceae
Iris hybr.;Iridaceae
Iris hybr.;Iridaceae
Iris hybr.;Iridaceae
Iris hyrcana;Iridaceae
Iris chrysographes;Iridaceae
Iris iberica;Iridaceae
Iris imbricata;Iridaceae
Iris innominata;Iridaceae
Iris japonica;Iridaceae
Iris junonia;Iridaceae
Iris kerneriana;Iridaceae
Iris korolkowi;Iridaceae
Iris lactea;Iridaceae
Iris lineolata;Iridaceae
Iris lusitanica;Iridaceae
Iris lutescens;Iridaceae
Iris mesopotamica;Iridaceae
Iris nelsonii;Iridaceae
Iris nicolai;Iridaceae
Iris pallida;Iridaceae
Iris persica;Iridaceae
Iris planifolia;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudacorus;Iridaceae
Iris pseudopumila;Iridaceae
Iris pumila;Iridaceae
Iris reichenbachii;Iridaceae
Iris relicta;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris reticulata;Iridaceae
Iris ruthenica;Iridaceae
Iris sanguinea;Iridaceae
Iris setosa;Iridaceae
Iris schachtii;Iridaceae
Iris schachtii;Iridaceae
Iris schachtii;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sibirica;Iridaceae
Iris sintenisii;Iridaceae
Iris sisyrinchium;Iridaceae
Iris sp.;Iridaceae
Iris spuria;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris spuria-hybr.;Iridaceae
Iris stenophylla;Iridaceae
Iris stolonifera;Iridaceae
Iris stolonifera;Iridaceae
Iris stolonifera;Iridaceae
Iris stolonifera;Iridaceae
Iris stolonifera;Iridaceae
Iris stolonifera;Iridaceae
Iris suaveolens;Iridaceae
Iris subbiflora;Iridaceae
Iris taochia;Iridaceae
Iris tectorum;Iridaceae
Iris tenax;Iridaceae
Iris tenuifolia;Iridaceae
Iris tenuis;Iridaceae
Iris tigridia;Iridaceae
Iris tingitana;Iridaceae
Iris tuberosa;Iridaceae
Iris tuberosa;Iridaceae
Iris tuberosa;Iridaceae
Iris tuberosa;Iridaceae
Iris tuberosa;Iridaceae
Iris tuberosa;Iridaceae
Iris typhifolia;Iridaceae
Iris unguicularis;Iridaceae
Iris unguicularis;Iridaceae
Iris versicolor;Iridaceae
Iris versicolor;Iridaceae
Iris vicaria;Iridaceae
Iris warleyensis;Iridaceae
Iris willmottiana;Iridaceae
Iris wilsonii;Iridaceae
Iris x hollandica;Iridaceae
Iris x louisianica;Iridaceae
Iris x louisianica;Iridaceae
Iris x louisianica;Iridaceae
Iris x louisianica;Iridaceae
Iris x louisianica;Iridaceae
Iris x louisianica;Iridaceae
Iris x norrisii;Iridaceae
Iris x pseudata;Iridaceae
Iris x robusta;Iridaceae
Iris x warlsind;Iridaceae
Iris x warlsind;Iridaceae
Iris xiphioides;Iridaceae
Iris xiphium;Iridaceae
Irvingbaileya australis;Icacinaceae
Isabelia virginalis;Orchidaceae
Isatis sp.;Brassicaceae
Isatis tinctoria;Brassicaceae
Ischnolepis graminifolia;Apocynaceae
Isodon excisus;Lamiaceae
Isolepis setacea;Cyperaceae
Isoplexis chalcantha;Plantaginaceae (s.l.)
Isopyrum biternatum;Ranunculaceae
Isopyrum nipponicum;Ranunculaceae
Isopyrum thalictroides;Ranunculaceae
Isopyrum thalictroides;Ranunculaceae
Itaya amicorum;Arecaceae
Itea japonica;Escalloniaceae
Itea virginica;Escalloniaceae
Itea virginica;Escalloniaceae
Itea virginica;Escalloniaceae
Itea virginica;Escalloniaceae
Itea yunnanensis;Escalloniaceae
Ixiolirion tataricum;Ixioliriaceae
Ixora coccinea;Rubiaceae
Ixora hybr.;Rubiaceae
Ixora chinensis;Rubiaceae
Ixora chinensis;Rubiaceae
Ixora chinensis;Rubiaceae
Ixora sp.;Rubiaceae
Jacaranda mimosifolia;Bignoniaceae
Jacaratia mexicana;Caricaceae
Jacobinia aurea;Acanthaceae
Jacobinia carnea;Acanthaceae
Jamesia americana;Hydrangeaceae
Jasione crispa;Campanulaceae
Jasione crispa;Campanulaceae
Jasione montana;Campanulaceae
Jasione montana;Campanulaceae
Jasminum angustifolium;Oleaceae
Jasminum fruticans;Oleaceae
Jasminum grandiflorum;Oleaceae
Jasminum nudiflorum;Oleaceae
Jasminum nudiflorum;Oleaceae
Jasminum nudiflorum;Oleaceae
Jasminum parkeri;Oleaceae
Jasminum parkeri;Oleaceae
Jasminum rex;Oleaceae
Jasminum rex;Oleaceae
Jasminum sambac;Oleaceae
Jasminum sp.;Oleaceae
Jasminum stenolobum;Oleaceae
Jasminum wallichianum;Oleaceae
Jasminum x stephanense;Oleaceae
Jasminum x stephanense;Oleaceae
Jatropha andrieuxii;Euphorbiaceae
Jatropha cathartica;Euphorbiaceae
Jatropha cinerea;Euphorbiaceae
Jatropha horizontalis;Euphorbiaceae
Jatropha macrantha;Euphorbiaceae
Jatropha pelargoniifolia;Euphorbiaceae
Jatropha podagrica;Euphorbiaceae
Jatropha podagrica;Euphorbiaceae
Jatropha podagrica;Euphorbiaceae
Jatropha sp.;Euphorbiaceae
Jatropha sp.;Euphorbiaceae
Jatropha sp.;Euphorbiaceae
Jatropha spinosa;Euphorbiaceae
Jatropha vernicosa;Euphorbiaceae
Jeffersonia diphylla;Berberidaceae
Jeffersonia diphylla;Berberidaceae
Jeffersonia dubia;Berberidaceae
Jeffersonia dubia;Berberidaceae
Jeffersonia dubia;Berberidaceae
Johannesteijsmannia altifrons;Arecaceae
Johannesteijsmannia magnifica;Arecaceae
Johannesteijsmannia perakensis;Arecaceae
Johoralia lada;
Joinvillea plicata;Joinvilleaceae
Jovellana sinclairii;Calceolariaceaae
Jovibarba globifera;Crassulaceae
Jovibarba globifera;Crassulaceae
Jovibarba hirta;Crassulaceae
Juanulloa aurantiaca;Solanaceae
Jubaea chilensis;Arecaceae
Jubaeopsis caffra;Liliopsida
Juglans ailantifolia;Juglandaceae
Juglans mandshurica;Juglandaceae
Juglans regia;Juglandaceae
Juglans regia;Juglandaceae
Juglans regia;Juglandaceae
Juglans sieboldiana;Juglandaceae
Jumelea pandurata;
Jumellea major;Orchidaceae
Jumellea major;Orchidaceae
Jumellea pandurata;Orchidaceae
Juncus acutiflorus;Juncaceae
Juncus acutiflorus;Juncaceae
Juncus alpigenus;Juncaceae
Juncus alpino-articulatus;Juncaceae
Juncus arcticus;Juncaceae
Juncus arcticus;Juncaceae
Juncus articulatus;Juncaceae
Juncus balticus;Juncaceae
Juncus brachycephalus;Juncaceae
Juncus castaneus;Juncaceae
Juncus castaneus;Juncaceae
Juncus castaneus;Juncaceae
Juncus compressus;Juncaceae
Juncus compressus;Juncaceae
Juncus conglomeratus;Juncaceae
Juncus dudleyi;Juncaceae
Juncus filiformis;Juncaceae
Juncus filiformis;Juncaceae
Juncus inflexus;Juncaceae
Juncus jacquinii;Juncaceae
Juncus jacquinii;Juncaceae
Juncus littoralis;Juncaceae
Juncus maritimus;Juncaceae
Juncus monanthos;Juncaceae
Juncus novae-zelandiae;Juncaceae
Juncus ranarius;Juncaceae
Juncus ranarius;Juncaceae
Juncus sp.;Juncaceae
Juncus sphaerocarpus;Juncaceae
Juncus squarrosus;Juncaceae
Juncus subnodulosus;Juncaceae
Juncus subulatus;Juncaceae
Juncus tenuis;Juncaceae
Juncus triglumis;Juncaceae
Juncus triglumis;Juncaceae
Juniperus barbadensis;Cupressaceae
Juniperus cedrus;Cupressaceae
Juniperus cedrus;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus communis;Cupressaceae
Juniperus conferta;Cupressaceae
Juniperus horizontalis;Cupressaceae
Juniperus horizontalis;Cupressaceae
Juniperus chinensis;Cupressaceae
Juniperus chinensis;Cupressaceae
Juniperus chinensis;Cupressaceae
Juniperus chinensis;Cupressaceae
Juniperus procumbens;Cupressaceae
Juniperus pseudosabina;Cupressaceae
Juniperus rigida;Cupressaceae
Juniperus sabina;Cupressaceae
Juniperus sabina;Cupressaceae
Juniperus sp.;Cupressaceae
Juniperus squamata;Cupressaceae
Juniperus squamata;Cupressaceae
Juniperus squamata;Cupressaceae
Juniperus turbinata;Cupressaceae
Juniperus virginiana;Cupressaceae
Juniperus virginiana;Cupressaceae
Juniperus x media;Cupressaceae
Jurinea cyanoides;Asteraceae
Jurinea cyanoides;Asteraceae
Jurinea cyanoides;Asteraceae
Jurinea kilaea;Asteraceae
Justicia fulvicoma;Acanthaceae
Justicia gendarussa;Acanthaceae
Justicia rizzinii;Acanthaceae
Justicia sericea;Acanthaceae
Justicia sp.;Acanthaceae
Kadsura coccinea;Schisandraceae
Kadsura japonica;Schisandraceae
Kaempferia galanga;Zingiberaceae
Kaempferia gilberti;Zingiberaceae
Kaempferia gilberti;Zingiberaceae
Kaempferia parviflora;Zingiberaceae
Kaempferia parviflora;Zingiberaceae
Kaempferia pulchra;Zingiberaceae
Kaempferia rotunda;Zingiberaceae
Kageneckia angustifolia;Rosaceae
Kalanchoe × richaudii;Crassulaceae
Kalanchoe alternans;Crassulaceae
Kalanchoe ambolensis;Crassulaceae
Kalanchoe antennifera;Crassulaceae
Kalanchoe arborescens;Crassulaceae
Kalanchoe arborescens;Crassulaceae
Kalanchoe arborescens;Crassulaceae
Kalanchoe beauverdii;Crassulaceae
Kalanchoe beharensis;Crassulaceae
Kalanchoe beharensis;Crassulaceae
Kalanchoe bracteata;Crassulaceae
Kalanchoe bracteata;Crassulaceae
Kalanchoe delagoensis;Crassulaceae
Kalanchoe dinklagei;Crassulaceae
Kalanchoe gastonis-bonnieri;Crassulaceae
Kalanchoe grandidieri;Crassulaceae
Kalanchoe grandidieri;Crassulaceae
Kalanchoe hybr.;Crassulaceae
Kalanchoe integra;Crassulaceae
Kalanchoe integrifolia;Crassulaceae
Kalanchoe integrifolia;Crassulaceae
Kalanchoe integrifolia;Crassulaceae
Kalanchoe jongmansii;Crassulaceae
Kalanchoe laciniata;Crassulaceae
Kalanchoe lateritia;Crassulaceae
Kalanchoe linearifolia;Crassulaceae
Kalanchoe lucile-allorgei;Crassulaceae
Kalanchoe lucile-allorgei;Crassulaceae
Kalanchoe lucile-allorgei;Crassulaceae
Kalanchoe orgyalis;Crassulaceae
Kalanchoe orgyalis;Crassulaceae
Kalanchoe orgyalis;Crassulaceae
Kalanchoe orgyalis;Crassulaceae
Kalanchoe porphyrocalyx;Crassulaceae
Kalanchoe porphyrocalyx;Crassulaceae
Kalanchoe prolifera;Crassulaceae
Kalanchoe pumila;Crassulaceae
Kalanchoe rhombopilosa;Crassulaceae
Kalanchoe rolandi-bonapartei;Crassulaceae
Kalanchoe schizophylla;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
